"Date","Home","HG","HxGtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","HxGpPlayer xGoals","Away","AG","AxGtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","AxGpPlayer xGoals","GDGoal Difference (Own goals excluded.)","xGDtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","xGDpPlayer xGoals","FinalFinal Score (Own goals included.)","HxPtsExpected points earned, given the same sample of shots over 1,000 simulations.","AxPtsExpected points earned, given the same sample of shots over 1,000 simulations."
"2017-09-16","SJE","1","1.2632","1.2632","HOU","0","1.2057","1.2993","1","0.0575","-0.0361","1","1.35","1.35"
"2017-09-16","LAG","0","0.3313","0.3313","TOR","4","1.6562","1.6603","-4","-1.325","-1.329","-4","0.369","2.415"
"2017-09-16","RSL","2","2.4056","2.4294","POR","1","0.9414","0.9721","1","1.4642","1.4572","1","2.377","0.448"
"2017-09-16","COL","1","0.7164","0.7169","NYC","1","0.6218","0.6722","0","0.0947","0.0446","0","1.406","1.214"
"2017-09-16","SKC","3","2.1955","2.243","NER","1","0.2367","0.2367","2","1.9588","2.0063","2","2.757","0.144"
"2017-09-16","CHI","2","2.6093","2.6258","DCU","0","0.6695","0.6993","2","1.9398","1.9265","3","2.646","0.249"
"2017-09-16","FCD","0","0.7252","0.7252","SEA","0","0.2653","0.2653","0","0.46","0.46","0","1.788","0.78"
"2017-09-16","MTL","2","1.7633","1.7936","MIN","3","1.6143","1.6143","-1","0.149","0.1793","-1","1.494","1.233"
"2017-09-16","VAN","2","1.4895","1.5113","CLB","2","0.9989","1.0047","0","0.4906","0.5066","0","1.859","0.878"
"2017-09-16","ATL","3","2.2473","2.2473","ORL","3","1.0921","1.0921","0","1.1552","1.1552","0","2.255","0.527"
"2017-09-13","VAN","3","2.5478","2.5652","MIN","0","0.812","0.812","3","1.7358","1.7533","3","2.553","0.303"
"2017-09-13","ATL","7","3.4899","3.8315","NER","0","0","0","7","3.4899","3.8315","7","2.974","0.013"
"2017-09-10","SEA","1","1.5133","1.5144","LAG","1","0.4487","0.4497","0","1.0646","1.0647","0","2.26","0.523"
"2017-09-10","ATL","3","3.3496","3.3584","FCD","0","1.287","1.3357","3","2.0626","2.0227","3","2.544","0.336"
"2017-09-10","CLB","1","1.7077","1.8401","SKC","1","1.4177","1.4828","0","0.2901","0.3573","0","1.615","1.174"
"2017-09-09","VAN","3","1.8133","1.8277","RSL","2","0.9331","0.9331","1","0.8803","0.8946","1","2.041","0.721"
"2017-09-09","HOU","0","1.353","1.3684","COL","1","1.1999","1.2214","-1","0.1531","0.147","-1","1.452","1.269"
"2017-09-09","MIN","1","1.253","1.4677","PHI","1","1.4897","1.5159","0","-0.2368","-0.0483","0","1.231","1.495"
"2017-09-09","NER","1","0.9657","0.9701","MTL","0","0.3864","0.3864","1","0.5793","0.5837","1","1.908","0.735"
"2017-09-09","DCU","1","1.6592","1.6613","ORL","2","1.9027","1.9027","-1","-0.2435","-0.2414","-1","1.091","1.652"
"2017-09-09","NYC","0","1.2162","1.3604","POR","1","1.7337","1.7937","-1","-0.5176","-0.4333","-1","1.003","1.726"
"2017-09-09","TOR","4","2.6383","2.6517","SJE","0","0.2556","0.2556","4","2.3828","2.3962","4","2.799","0.123"
"2017-09-09","CHI","1","1.3623","1.3835","NYRB","1","0.7123","0.7123","0","0.65","0.6712","0","1.881","0.81"
"2017-09-06","NYC","1","1.0764","1.0919","SKC","0","0.4912","0.4971","1","0.5852","0.5947","1","1.908","0.771"
"2017-09-02","LAG","3","2.187","2.187","COL","0","0.6853","0.6853","3","1.5018","1.5018","3","2.581","0.277"
"2017-09-02","FCD","2","2.4161","2.7306","NYRB","2","0.616","0.616","0","1.8001","2.1147","0","2.591","0.254"
"2017-09-02","MTL","0","0.8646","0.8648","CHI","1","0.7602","0.7602","-1","0.1044","0.1046","-1","1.44","1.182"
"2017-09-02","NER","4","2.2287","2.2375","ORL","0","0.4929","0.4979","4","1.7358","1.7396","4","2.571","0.312"
"2017-08-27","SEA","1","2.1188","3.322","POR","1","1.4628","1.4674","0","0.656","1.8546","0","1.84","0.94"
"2017-08-27","LAG","0","1.047","1.179","SJE","3","2.5171","2.5321","-3","-1.4701","-1.3531","-3","0.447","2.388"
"2017-08-27","MTL","1","0.6778","0.688","TOR","3","1.2989","1.3097","-2","-0.621","-0.6217","-2","0.797","1.913"
"2017-08-26","RSL","4","2.8387","2.8495","COL","1","1.0485","1.1007","3","1.7902","1.7488","3","2.386","0.445"
"2017-08-26","CHI","1","2.0205","2.0238","MIN","2","1.601","1.601","-1","0.4194","0.4227","-1","1.624","1.15"
"2017-08-26","ORL","1","1.7606","1.9193","VAN","1","0.4294","0.4294","0","1.3312","1.4899","-1","2.334","0.45"
"2017-08-26","CLB","2","1.287","1.287","FCD","1","0.8131","0.8131","1","0.4739","0.4739","1","1.802","0.908"
"2017-08-26","DCU","1","1.8641","1.8809","NER","0","1.1273","1.1372","1","0.7368","0.7437","1","1.906","0.868"
"2017-08-26","PHI","2","1.4468","1.4468","ATL","2","1.3654","1.3723","0","0.0814","0.0745","0","1.481","1.247"
"2017-08-25","NYRB","1","2.7973","2.8016","NYC","1","0.734","0.7415","0","2.0633","2.0602","0","2.663","0.239"
"2017-08-23","POR","2","2.1088","2.1088","COL","1","0.6813","0.6818","1","1.4275","1.4269","1","2.452","0.385"
"2017-08-23","RSL","4","2.3856","2.4043","SJE","0","1.0196","1.0196","4","1.366","1.3847","4","2.253","0.54"
"2017-08-23","VAN","1","0.9788","0.9788","SEA","1","2.7322","2.7681","0","-1.7534","-1.7893","0","0.344","2.516"
"2017-08-23","FCD","3","2.0508","2.0508","HOU","3","1.4861","1.4861","0","0.5648","0.5648","0","1.775","1.001"
"2017-08-23","TOR","3","0.6858","0.6858","PHI","0","1.0551","1.0551","3","-0.3693","-0.3693","3","0.991","1.657"
"2017-08-23","DCU","0","1.3082","1.3497","ATL","0","0.7379","0.7395","0","0.5703","0.6102","1","1.824","0.873"
"2017-08-23","CLB","2","3.3081","3.3272","LAG","0","0.3685","0.3685","2","2.9396","2.9587","2","2.893","0.07"
"2017-08-20","SEA","2","2.5271","2.5987","MIN","1","0.9078","0.9078","1","1.6193","1.6909","1","2.404","0.427"
"2017-08-20","NYC","2","1.4559","1.4626","NER","1","1.7672","1.7796","1","-0.3113","-0.3169","1","1.122","1.593"
"2017-08-19","SJE","2","1.7892","1.7949","PHI","2","0.9278","0.9278","0","0.8615","0.8671","0","2.038","0.715"
"2017-08-19","VAN","2","1.5272","1.5272","HOU","1","1.1674","1.1674","1","0.3598","0.3598","1","1.638","1.077"
"2017-08-19","COL","0","2.6243","2.7205","DCU","0","0.8468","0.8633","0","1.7775","1.8572","-1","2.569","0.313"
"2017-08-19","SKC","2","0.7029","0.708","FCD","0","0.7861","0.7861","2","-0.0833","-0.0781","2","1.25","1.397"
"2017-08-19","CHI","1","1.1512","1.1595","TOR","3","2.2965","2.3481","-2","-1.1453","-1.1886","-2","0.652","2.137"
"2017-08-19","ORL","1","1.1909","1.196","CLB","1","0.7572","0.7572","0","0.4337","0.4387","0","1.68","1.008"
"2017-08-19","MTL","3","1.8225","1.8337","RSL","1","2.0337","2.118","2","-0.2112","-0.2843","2","1.297","1.459"
"2017-08-18","POR","2","0.7471","0.7471","NYRB","0","0.8507","0.8541","2","-0.1036","-0.107","2","1.194","1.449"
"2017-08-16","MTL","3","1.8843","1.8843","CHI","0","0.478","0.479","3","1.4063","1.4053","3","2.548","0.301"
"2017-08-13","DCU","0","1.2678","1.2833","RSL","1","0.7673","0.8321","-1","0.5006","0.4513","-1","1.84","0.856"
"2017-08-12","LAG","0","2.6655","2.9331","NYC","2","0.4879","0.4879","-2","2.1776","2.4452","-2","2.693","0.206"
"2017-08-12","HOU","3","3.0677","3.1608","SJE","0","1.1209","1.1209","3","1.9468","2.0399","3","2.612","0.263"
"2017-08-12","FCD","0","1.699","1.7028","COL","0","0.2703","0.2703","0","1.4287","1.4325","0","2.477","0.326"
"2017-08-12","NER","1","0.7574","0.7574","VAN","0","1.1786","1.1854","1","-0.4212","-0.428","1","0.974","1.724"
"2017-08-12","PHI","0","0.9307","0.9665","MTL","3","1.3633","1.3633","-3","-0.4327","-0.3968","-3","0.918","1.779"
"2017-08-12","NYRB","2","1.3428","1.3558","ORL","1","0.7341","0.7341","1","0.6087","0.6217","2","1.878","0.831"
"2017-08-12","CLB","3","2.4368","2.4405","CHI","1","0.632","0.632","2","1.8048","1.8086","2","2.651","0.233"
"2017-08-12","TOR","4","1.7705","1.7751","POR","1","1.2042","1.2042","3","0.5663","0.5709","3","1.746","0.981"
"2017-08-12","SEA","1","1.2091","1.2106","SKC","0","0.3108","0.3122","1","0.8983","0.8985","1","2.125","0.565"
"2017-08-06","SKC","1","1.5547","1.5547","ATL","1","0.5789","0.5789","0","0.9758","0.9758","0","2.218","0.535"
"2017-08-06","NYC","3","2.4303","2.4303","NYRB","2","1.2554","1.2578","1","1.1749","1.1725","1","2.231","0.584"
"2017-08-06","POR","3","1.4698","1.4773","LAG","1","1.2712","1.2971","2","0.1986","0.1802","2","1.512","1.182"
"2017-08-05","SJE","2","2.1077","2.1988","CLB","1","0.7268","0.7776","1","1.3809","1.4212","1","2.361","0.468"
"2017-08-05","COL","2","1.2115","1.2181","VAN","2","1.3253","1.3253","0","-0.1138","-0.1072","0","1.288","1.429"
"2017-08-05","RSL","0","1.7402","1.7678","HOU","0","0.8045","0.8045","0","0.9357","0.9633","0","2.049","0.705"
"2017-08-05","CHI","4","0.5561","0.5561","NER","1","0.4152","0.4152","3","0.1409","0.1409","3","1.399","1.117"
"2017-08-05","MIN","0","1.2037","1.2037","SEA","4","3.1378","3.1392","-4","-1.9341","-1.9354","-4","0.357","2.517"
"2017-08-05","MTL","2","1.8787","1.8787","ORL","1","0.7926","0.7926","1","1.0861","1.0861","1","2.246","0.539"
"2017-08-05","PHI","3","1.5802","1.6414","FCD","1","2.4461","2.4493","2","-0.8659","-0.8078","2","0.911","1.874"
"2017-08-05","DCU","1","0.3795","0.3795","TOR","0","1.1068","1.1068","1","-0.7273","-0.7273","0","0.677","2.003"
"2017-07-30","TOR","4","1.4724","1.4724","NYC","0","1.715","1.715","4","-0.2426","-0.2426","4","1.161","1.554"
"2017-07-29","LAG","0","0.7912","0.7912","SEA","0","1.0135","1.0151","0","-0.2224","-0.2239","0","1.077","1.584"
"2017-07-29","MIN","3","0.5684","0.5687","DCU","0","1.473","1.473","3","-0.9046","-0.9043","4","0.656","2.096"
"2017-07-29","SJE","1","1.7373","1.7373","COL","0","0.4346","0.4346","1","1.3027","1.3027","1","2.406","0.396"
"2017-07-29","RSL","2","2.8501","2.9084","CLB","2","2.3361","2.5788","0","0.514","0.3296","0","1.704","1.095"
"2017-07-29","HOU","2","1.6875","1.7239","POR","2","1.4528","1.4539","0","0.2347","0.27","0","1.57","1.18"
"2017-07-29","SKC","3","2.6716","2.9499","CHI","1","1.2974","1.2974","2","1.3742","1.6525","1","2.325","0.486"
"2017-07-29","FCD","0","0.6729","0.6729","VAN","4","1.5184","1.5184","-4","-0.8455","-0.8455","-4","0.632","2.093"
"2017-07-29","NYRB","4","3.9998","4.3462","MTL","0","0.3905","0.3905","4","3.6094","3.9557","4","2.954","0.029"
"2017-07-29","NER","3","2.37","2.37","PHI","0","0.7359","0.7359","3","1.6341","1.6341","3","2.41","0.424"
"2017-07-29","ATL","1","1.4875","1.5187","ORL","1","0.5666","0.591","0","0.9209","0.9277","0","2.126","0.617"
"2017-07-26","PHI","3","3.4637","3.5404","CLB","0","0.9062","0.9871","3","2.5575","2.5533","3","2.742","0.186"
"2017-07-23","SEA","3","2.4221","2.4221","SJE","0","0.853","0.853","3","1.569","1.569","3","2.417","0.422"
"2017-07-23","VAN","1","1.902","2.0156","POR","2","1.1593","1.1593","-1","0.7428","0.8564","-1","1.896","0.867"
"2017-07-22","RSL","1","1.7056","1.7139","SKC","1","1.3839","1.3839","0","0.3217","0.3299","0","1.497","1.224"
"2017-07-22","CLB","1","0.6641","0.6641","PHI","0","0.1883","0.1883","1","0.4758","0.4758","1","1.768","0.76"
"2017-07-22","MTL","1","0.9656","0.9703","FCD","2","2.0584","2.3013","-1","-1.0928","-1.331","-1","0.608","2.201"
"2017-07-22","NER","4","1.2684","1.2684","LAG","3","2.0411","2.1735","1","-0.7727","-0.9051","1","0.863","1.913"
"2017-07-22","TOR","1","1.588","1.7544","COL","1","0.6313","0.6313","0","0.9567","1.1231","0","2.073","0.672"
"2017-07-22","DCU","1","1.2511","1.2943","HOU","3","1.2523","1.2523","-2","-0.0012","0.042","-2","1.322","1.397"
"2017-07-22","MIN","0","0.9262","0.9262","NYRB","3","1.7526","1.7526","-3","-0.8264","-0.8264","-3","0.783","1.974"
"2017-07-22","NYC","2","1.5495","1.6619","CHI","1","1.8578","1.863","1","-0.3083","-0.2012","1","1.174","1.567"
"2017-07-21","ORL","0","0.9795","0.9795","ATL","1","0.5943","0.5943","-1","0.3852","0.3852","-1","1.623","0.99"
"2017-07-19","POR","1","1.1379","1.1379","RSL","4","2.6907","2.6933","-3","-1.5529","-1.5554","-3","0.368","2.498"
"2017-07-19","SEA","4","2.1146","2.1146","DCU","3","1.8589","1.8589","1","0.2557","0.2557","1","1.619","1.133"
"2017-07-19","LAG","0","0.9695","0.9695","VAN","1","0.8406","0.8406","-1","0.1288","0.1288","-1","1.407","1.287"
"2017-07-19","MIN","0","0.556","0.556","HOU","0","2.8839","2.8865","0","-2.3279","-2.3305","0","0.16","2.755"
"2017-07-19","MTL","2","0.6784","0.6784","PHI","1","0.82","0.82","1","-0.1416","-0.1416","1","1.139","1.487"
"2017-07-19","NYRB","5","1.2705","1.274","SJE","1","1.0241","1.0719","4","0.2464","0.2021","4","1.43","1.232"
"2017-07-19","NYC","2","1.4095","1.4539","TOR","2","2.6677","2.7132","0","-1.2582","-1.2593","0","0.563","2.258"
"2017-07-06","SKC","1","1.4299","1.4369","PHI","1","1.3117","1.3117","0","0.1182","0.1252","0","1.482","1.23"
"2017-07-05","POR","2","2.1633","2.1784","CHI","2","0.4025","0.4025","0","1.7608","1.7758","0","2.635","0.223"
"2017-07-05","VAN","3","1.2443","1.2456","NYC","2","2.6453","2.6868","1","-1.401","-1.4411","1","0.429","2.424"
"2017-07-05","HOU","3","1.6485","1.6749","MTL","1","0.7472","0.7472","2","0.9013","0.9277","2","2.009","0.734"
"2017-07-05","ORL","1","0.8218","0.83","TOR","3","1.2798","1.2798","-2","-0.4579","-0.4497","-2","1.007","1.724"
"2017-07-05","NER","2","2.7446","2.8134","NYRB","3","1.7487","1.7487","-1","0.9959","1.0646","-1","2.014","0.796"
"2017-07-04","LAG","2","1.6668","1.6668","RSL","6","3.1103","3.1176","-4","-1.4435","-1.4508","-4","0.496","2.341"
"2017-07-04","COL","1","3.0215","3.3389","SEA","3","0.9463","0.9463","-2","2.0753","2.3927","-2","2.686","0.208"
"2017-07-04","FCD","4","2.3357","2.8794","DCU","2","0.7669","0.7669","2","1.5689","2.1125","2","2.421","0.42"
"2017-07-04","MIN","0","0.6186","0.6186","CLB","1","1.5572","1.5769","-1","-0.9386","-0.9583","-1","0.604","2.176"
"2017-07-04","ATL","4","2.1869","2.4159","SJE","2","1.3764","1.3764","2","0.8105","1.0395","2","1.947","0.834"
"2017-07-02","PHI","3","1.5994","1.6174","NER","0","0.6322","0.6322","3","0.9672","0.9851","3","2.236","0.541"
"2017-07-01","SJE","2","1.2078","1.2078","LAG","1","0.494","0.496","1","0.7138","0.7118","1","1.95","0.747"
"2017-07-01","COL","3","1.5728","1.5728","HOU","1","1.6131","1.6131","2","-0.0402","-0.0402","2","1.322","1.358"
"2017-07-01","CLB","0","1.4551","1.4713","ATL","2","1.5077","1.5503","-2","-0.0526","-0.079","-2","1.342","1.402"
"2017-07-01","FCD","3","1.1931","1.1931","TOR","1","1.4613","1.4613","2","-0.2683","-0.2683","2","1.142","1.562"
"2017-07-01","MTL","2","1.1717","1.1717","DCU","0","1.8846","1.9211","2","-0.713","-0.7494","2","0.912","1.851"
"2017-07-01","SKC","1","0.6776","0.6776","POR","1","1.3968","1.3968","0","-0.7193","-0.7193","0","0.684","2.013"
"2017-07-01","CHI","4","2.2644","2.2663","VAN","0","0.4124","0.4124","4","1.8519","1.8539","4","2.607","0.258"
"2017-06-30","RSL","0","0.796","0.796","ORL","1","1.0657","1.1997","-1","-0.2698","-0.4038","-1","1.033","1.642"
"2017-06-29","NYC","3","1.6371","1.6475","MIN","1","1.2827","1.2907","2","0.3544","0.3568","2","1.643","1.073"
"2017-06-25","POR","2","1.6124","1.6289","SEA","2","0.6779","0.7","0","0.9345","0.9289","0","2.199","0.558"
"2017-06-24","SJE","2","1.6495","1.6531","RSL","1","1.0274","1.0274","1","0.6221","0.6257","1","1.836","0.921"
"2017-06-24","LAG","1","1.2771","1.3044","SKC","2","1.1528","1.1528","-1","0.1243","0.1516","-1","1.467","1.254"
"2017-06-24","CHI","4","4.1868","4.1882","ORL","0","0.0618","0.0618","4","4.125","4.1263","4","2.988","0.006"
"2017-06-24","MIN","2","1.3975","1.6236","VAN","2","1.3953","1.3953","0","0.0021","0.2283","0","1.29","1.401"
"2017-06-24","CLB","4","1.1602","1.1602","MTL","1","0.8844","0.8857","3","0.2758","0.2745","3","1.528","1.15"
"2017-06-24","PHI","1","0.6225","0.6225","DCU","0","1.5229","1.546","1","-0.9004","-0.9235","1","0.537","2.247"
"2017-06-24","ATL","1","2.0224","2.0594","COL","0","0.7208","0.7272","1","1.3016","1.3323","1","2.318","0.5"
"2017-06-24","NYRB","0","0.345","0.3476","NYC","2","0.9306","0.9405","-2","-0.5856","-0.5929","-2","0.75","1.908"
"2017-06-23","HOU","1","0.8552","0.8552","FCD","1","0.8413","0.8984","0","0.014","-0.0432","0","1.393","1.276"
"2017-06-23","TOR","2","1.9525","2.0438","NER","0","0.7994","0.7994","2","1.1531","1.2443","2","2.334","0.474"
"2017-06-21","SEA","1","1.134","1.2571","ORL","1","1.1275","1.1275","0","0.0064","0.1296","0","1.308","1.353"
"2017-06-21","COL","1","1.8458","1.8534","LAG","3","1.7564","1.7564","-2","0.0895","0.0971","-2","1.373","1.37"
"2017-06-21","MIN","2","0.9489","0.9489","POR","1","1.7406","1.7433","1","-0.7917","-0.7944","1","0.726","2.013"
"2017-06-21","DCU","2","1.7966","1.7978","ATL","1","1.4949","1.4954","1","0.3017","0.3024","1","1.6","1.153"
"2017-06-18","PHI","0","0.6741","0.6741","NYRB","2","1.9946","1.9946","-2","-1.3205","-1.3205","-2","0.452","2.357"
"2017-06-17","LAG","2","1.8466","1.8466","HOU","2","1.3727","1.3914","0","0.4739","0.4552","0","1.823","0.908"
"2017-06-17","RSL","1","2.5427","2.6118","MIN","0","0.3007","0.3007","1","2.242","2.3111","1","2.746","0.154"
"2017-06-17","VAN","1","0.3616","0.3631","FCD","1","1.2389","1.2389","0","-0.8773","-0.8758","0","0.603","2.088"
"2017-06-17","COL","2","1.1291","1.1566","POR","1","0.9872","1.0039","1","0.1419","0.1527","1","1.446","1.248"
"2017-06-17","SJE","0","0.1943","0.1943","SKC","0","1.5409","1.5427","0","-1.3466","-1.3483","0","0.308","2.492"
"2017-06-17","TOR","2","1.5649","1.5707","DCU","0","0.5371","0.5386","2","1.0278","1.032","2","2.21","0.551"
"2017-06-17","ORL","3","1.6555","1.7011","MTL","3","1.2455","1.3509","0","0.41","0.3502","0","1.664","1.07"
"2017-06-17","NER","1","3.3982","3.5586","CHI","2","1.61","1.6384","-1","1.7883","1.9202","-1","2.473","0.394"
"2017-06-17","ATL","3","1.005","1.0075","CLB","1","1.4578","1.4578","2","-0.4528","-0.4503","2","0.966","1.767"
"2017-06-17","NYC","2","2.5512","2.6832","SEA","1","1.1988","1.1991","1","1.3524","1.4841","1","2.274","0.525"
"2017-06-10","POR","2","2.0238","2.0257","FCD","0","0.9983","0.9989","2","1.0255","1.0269","2","2.245","0.55"
"2017-06-10","SKC","1","1.4783","1.613","MTL","1","0.9791","0.9791","0","0.4992","0.6339","0","1.761","0.996"
"2017-06-10","CHI","2","2.1588","2.2327","ATL","0","0.9292","0.9292","2","1.2296","1.3035","2","2.271","0.522"
"2017-06-04","SEA","1","1.6453","1.6469","HOU","0","0.6756","0.6756","1","0.9698","0.9713","1","2.143","0.634"
"2017-06-04","ORL","0","0.169","0.169","CHI","0","1.6402","1.7069","0","-1.4712","-1.5379","0","0.28","2.53"
"2017-06-03","COL","2","1.638","1.6526","CLB","1","1.4545","1.517","1","0.1835","0.1356","1","1.465","1.27"
"2017-06-03","FCD","6","3.0189","3.1821","RSL","2","1.0023","1.0023","4","2.0166","2.1798","4","2.56","0.31"
"2017-06-03","MTL","1","1.0035","1.0035","NYRB","0","0.7847","0.7923","1","0.2188","0.2112","1","1.44","1.197"
"2017-06-03","NER","3","2.8028","3.1399","TOR","0","1.1368","1.1552","3","1.666","1.9847","3","2.442","0.396"
"2017-06-03","DCU","0","1.5747","1.5844","LAG","0","1.2343","1.2382","0","0.3404","0.3463","0","1.576","1.15"
"2017-06-03","VAN","3","1.6107","1.7108","ATL","1","0.8548","0.8696","2","0.7559","0.8412","2","1.994","0.749"
"2017-06-03","SKC","3","3.2776","3.4789","MIN","0","0.4051","0.4113","3","2.8725","3.0676","3","2.874","0.078"
"2017-06-03","NYC","2","1.5453","1.5864","PHI","1","0.4722","0.4722","1","1.0731","1.1142","1","2.235","0.534"
"2017-06-02","POR","2","2.2629","2.355","SJE","0","0.3238","0.3238","2","1.9391","2.0312","2","2.626","0.232"
"2017-05-31","HOU","4","2.7649","2.7696","RSL","1","1.064","1.064","3","1.7008","1.7055","4","2.473","0.385"
"2017-05-31","ORL","2","1.6961","1.6977","DCU","0","0.8829","0.8838","2","0.8132","0.8139","2","1.95","0.792"
"2017-05-31","CLB","3","1.454","1.5599","SEA","0","0.308","0.308","3","1.146","1.2519","3","2.398","0.394"
"2017-05-31","NYC","2","1.95","1.95","NER","2","0.9112","0.9112","0","1.0388","1.0388","0","2.153","0.626"
"2017-05-28","FCD","0","0.977","0.982","HOU","0","0.6019","0.6019","0","0.3751","0.3801","0","1.636","1"
"2017-05-28","ATL","3","0.9642","0.9655","NYC","1","1.1745","1.185","2","-0.2103","-0.2195","2","1.115","1.565"
"2017-05-27","SJE","2","1.7506","1.8037","LAG","3","1.2664","1.2664","-1","0.4842","0.5374","-2","1.786","0.949"
"2017-05-27","RSL","1","1.5423","1.5423","PHI","0","0.8741","0.8849","1","0.6682","0.6574","1","1.968","0.768"
"2017-05-27","COL","1","0.4953","0.4953","SKC","0","1.0746","1.0834","1","-0.5794","-0.5881","1","0.815","1.856"
"2017-05-27","MIN","1","1.3486","1.3486","ORL","0","1.4195","1.4225","1","-0.071","-0.0739","1","1.332","1.383"
"2017-05-27","NYRB","2","2.0211","2.0211","NER","1","1.6263","1.6281","1","0.3948","0.393","1","1.583","1.151"
"2017-05-27","SEA","1","0.9223","0.9437","POR","0","0.9767","1.0141","1","-0.0544","-0.0705","1","1.276","1.375"
"2017-05-27","VAN","0","2.2591","2.3398","DCU","1","0.9456","0.9456","-1","1.3135","1.3942","-1","2.348","0.437"
"2017-05-26","TOR","5","1.7921","1.7921","CLB","0","0.5267","0.527","5","1.2655","1.2651","5","2.415","0.402"
"2017-05-25","CHI","2","1.1749","1.1749","FCD","1","0.7982","0.7982","1","0.3768","0.3768","1","1.713","0.903"
"2017-05-21","ORL","0","1.142","1.142","NYC","3","2.5126","2.5461","-3","-1.3705","-1.404","-3","0.404","2.441"
"2017-05-21","MIN","1","1.6949","1.6976","LAG","1","0.4408","0.4408","0","1.2541","1.2568","-1","2.367","0.438"
"2017-05-21","NER","2","0.9685","0.9685","CLB","1","0.9903","0.9994","1","-0.0218","-0.0309","1","1.371","1.272"
